"编号","所属产品","平台/分支","所属模块","所属计划","来源","来源备注","研发需求名称","描述","验收标准","关键词","优先级","预计工时","当前状态","所处阶段","类别","T","B","C","由谁创建","创建日期","指派给","指派日期","抄送给","评审者","评审时间","由谁关闭","关闭日期","关闭原因","最后修改","最后修改日期","细分研发需求","相关研发需求","重复研发需求","附件"
"1048","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票需求】前台用户绑定银行卡页面，用户输入IFSC code自动识别银行归属","IFSC银行匹配文档链接地址：https://docs.google.com/spreadsheets/d/1dkLu_zCmar79Ur_bEhQk8NyOW-aB_1_1BK5vDAGXnfA/edit?gid=0#gid=0


<img src=““{12649.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","2","","","beck","2025-09-13 20:33:03","","","","","","","","","beck","2025-09-13 20:34:26","","","","",""
"1051","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】报表管理-数据统计页面，新增4个分指标","字段定义：

  正常用户=没拉黑没禁用没活动黑名单数
  禁用用户=设置了禁用的用户数
  拉黑用户=设置了拉黑的用户数
  当前活动黑名单数=设置了活动黑名单的用户数（任意活动黑名单）
  
  忽略用户同时被拉黑禁用或者活动黑名单情况。总用户数=正常用户+禁用用户+拉黑用户+当前活动黑名单数





<img src=““{12670.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","3","","","tiger","2025-09-15 12:54:52","","","","","","","","","beck","2025-09-16 12:03:45","","","","",""
"1052","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】新增老会员回归奖励打码配置","在底部最后一个，新增老会员回归奖励打码配置
——之前都是按充值奖励的配置计算的


ps:上线后的默
认数值是1


<img src=““{12671.png}““ alt=““““ />
","","","3","","激活","测试完毕","功能","3","","","tiger","2025-09-15 13:09:36","","","","","","","","","beck","2025-09-16 12:02:30","","","","",""
"1053","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】参数配置新增同IP短信下发数上限配置","<img src=““{12733.png}““ alt=““““ />","","","1","","激活","测试完毕","功能","3","","","beck","2025-09-15 13:29:44","","","","","","","","","beck","2025-09-16 17:05:22","","","","",""
"1054","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】APP下载地址新增隐私APP配置","下方是前端下载中心界面和后台配置界面的需求介绍


<img src=““{12675.png}““ alt=““““ />
<img src=““{12676.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-09-15 14:43:25","","","","","","","","","","","","","","",""
"1055","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】前端页面滑动时悬窗隐藏优化","<img src=““{12679.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","3","","16","beck","2025-09-15 14:48:09","","","","","","","","","","","","","","",""
"1057","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【代理后台】红包发放新增一个类型","新增一个发红包的类型，命名为【指定直属代理】，可选择任意代理，最终可领取红包的用户直属上级必须是指定id
ps：红包金额由操作代理支出。
截图增加指定直属代理，二级必填一个代理id


<img src=““{12700.png}““ alt=““““ />","","","1","","激活","测试完毕","功能","3","4","27","tiger","2025-09-15 18:46:29","","","","","","","","","","","","","","",""
"1061","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】会员详情新增语种字段","账号数据-新增语种字段
1，用户首次登录进去后端会传给前端当前的站点前端的默认语种
2，用户在前端修改语言的同时需要调接口传回到后端
3，以用户最后一次登录保存的语种为准，用户手动保存的语种优先级大于默认语种，若用户有手动修改语种则最后一次确定的语种保留记录下来在后台


<img src=““{12723.png}““ alt=““““ />","","","3","","激活","测试完毕","功能","2","1","","beck","2025-09-16 13:57:16","","","","","","","","","beck","2025-09-16 17:03:49","","","","",""
"1062","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】实时数据报表","资金账变下方，增加新页面
命名为【实时数据报表】
报表+折线图


<img src=““{12734.png}““ alt=““““ />



","","","3","","激活","研发完毕","功能","1","","","tiger","2025-09-16 18:21:23","","","","","","","","","tiger","2025-09-16 18:25:36","","","","",""
"1068","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】下载中心优化","1、原本支持的活动新增下载app送奖励         https://docs.google.com/spreadsheets/d/1IiFAflbl4DlWwrsQEoaep-rgD8V2ty0W0AKHbyC3A54/edit?gid=0#gid=0
a，已领取过的用户，弹窗内不再出现下载app送奖励
b，未领取过的用户，下载app送奖励点击后重新唤起弹窗


2、前台展示不符合条件的活动奖励奖金额从？？？，变更为最高xxx
 a，按固定浮动的，展示金额（比如签到按天数100-800，展示最高800）
 b，充值奖励、返水奖励按比例奖励的，展示比例（比如1%-5%，不同游戏类型不同比例，展示最高5%）







","","","3","","激活","已立项","功能","","","","tiger","2025-09-19 11:49:35","","","","","","","","","","","","","","",""
"1069","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】奖励中心优化","1、原本支持的活动新增下载app送奖励         https://docs.google.com/spreadsheets/d/1IiFAflbl4DlWwrsQEoaep-rgD8V2ty0W0AKHbyC3A54/edit?gid=0#gid=0
a，已领取过的用户，弹窗内不再出现下载app送奖励
b，未领取过的用户，下载app送奖励点击后重新唤起弹窗


2、前台展示不符合条件的活动奖励奖金额从？？？，变更为最高xxx
 a，按固定浮动的，展示金额（比如签到按天数100-800，展示最高800）
 b，充值奖励、返水奖励按比例奖励的，展示比例（比如1%-5%，不同游戏类型不同比例，展示最高5%）







","","","3","","激活","研发完毕","功能","2","","40","tiger","2025-09-19 14:51:43","","","","","","","","","","","","","","",""
"1070","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】充值赠送优化","通道配置-充值赠送，新增一个字段【延迟发放时间】，可以不填。不填则逻辑不变，充值时立即发放奖励。


可填写1-7整数。  填写1，则次日0点发放奖励。  填写2，2日后凌晨0点发放奖励，依此类推


充值页面，需要传每一个通道的延迟时间—— 前端需要动态展示每一个通道奖励的延迟天数


<img src=““{12806.png}““ alt=““““ />

","","","3","","激活","研发完毕","功能","2","","","tiger","2025-09-19 17:20:47","","","","","","","","","tiger","2025-09-20 14:06:35","","","","",""
"1074","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】数据统计新增下载APP 并充值活动统计","<img src=““{12837.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","15","beck","2025-09-20 13:34:34","","","","","","","","","","","","","","",""
"1077","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】锦标赛增加子游戏，前端提示文案优化","<img src=““{12886.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-09-22 14:14:48","","","","","","","","","","","","","","",""
"1080","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】后台增加是否限制渠道域名调用api","增加一个开关配置。上线后默认为关闭
运营自行点击开启。开启后，进入三方游戏，存取款，登录都拒绝非渠道域名调用


即，没有绑定渠道的域名无法调用api接口（无法登录，无法进入三方游戏，无法存取款，无法获得活动信息）


<img src=““{12893.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","34","tiger","2025-09-22 16:45:12","","","","","","","","","","","","","","",""
"1100","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】对账提现单优化","



原型地址：http://47.236.253.60/F2YQPN","","","3","","激活","研发完毕","功能","1","","10","tiger","2025-09-24 17:15:37","","","","","","","","","tiger","2025-09-24 17:16:10","","","","",""
"1104","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】系统管理员的权限优化","解决的问题：
角色是系统管理员的账号，修改【系统管理员】权限配置。 会动到admin账号的角色（子账号不应该调整到主账号的权限以及配置


修改后
1、非admin，不可修改【系统管理员】权限
2、非admin，不可修改admin账号的修改密码，充值谷歌验证码","","","3","","激活","研发完毕","功能","1","","16","tiger","2025-09-25 17:25:02","","","","","","","","","","","","","","",""
"1108","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】推广域名过滤掉“www.localhost.com”","前台的推广分享链接调用的是后台系统管理-接口配置-前台网站地址里面的域名进行轮巡，因加入了原生包地址“www.localhost.com”此域名不能做推广域名，所以需要把这条域名直接屏蔽掉，前端推广分享链接copy不到这条链接
","","","3","","激活","研发完毕","功能","1","","","beck","2025-09-25 19:02:49","","","","","","","","","","","","","","",""
"1117","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】代付通道ID： 10505归属修改为UPI大类","目前代付通道ID： 10505归属在bank类型下，需要修改到UPI的出款类型下面
<img src=““{13021.png}““ alt=““““ />
","","","3","","激活","研发完毕","功能","1","","","beck","2025-09-26 18:40:04","","","","","","","","","beck","2025-09-26 18:45:06","","","","",""
"1118","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】下载APP领彩金优化同设备防刷机制优化","用户登录之后前端需要传当前用户的设备ID，后端这边进行存储，且目前固定同设备／同IP／同用户ID都限制只能够参与一次，任意一个不符合要求都不能够参与此活动
（H5/PC/APP）登录注册都需要传设备ID给到后端记录，且用户能否参与该活动，加入设备ID的判断条件","","","1","","激活","研发完毕","功能","1","","","beck","2025-09-26 20:26:57","","","","","","","","","","","","","","",""
"1123","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】充值页面充值通道增加VIP比例显示","<img src=““{13063.png}““ alt=““““ />","","","3","","激活","研发中","功能","1","","","beck","2025-09-27 17:25:40","","","","","","","","","","","","","","",""
"1126","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票前台】黑金版面增加显示“welcome to ”","<img src=““{13113.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-09-29 14:10:32","","","","","","","","","","","","","","",""
"1135","老彩票迭代需求(#14)","","","","","","后台对账优化","1、9w   +5.5时区  09:00:00--次日08:59:59     需要转换成0点-23:59:59
2、CMD +8时区  12:00:00-次日11:59:59    需要转换成0点-23:59:59","","","3","","激活","已立项","功能","","","","tiger","2025-10-02 13:14:21","","","","","","","","","","","","","","",""
"1141","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】提现锁定逻辑优化","<img src=““{13855.png}““ alt=““““ />


配置开关增加开关
<img src=““{13210.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 13:30:54","","","","","","","","","beck","2025-10-24 18:16:32","","","","",""
"1142","老彩票迭代需求(#14)","","/彩票版本迭代/V3.01(#471)","","","","【老彩票后台】活动管理-活动资讯优化富文本方式无法上传图片","优化富文本添加图片功能
当前富文本上传图片功能选择了图片，上传后图片未传成功，需要优化下，选择图片后，能够正常传上图片
<img src=““{13212.png}““ alt=““““ />

","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 13:33:34","","","","","","","","","beck","2025-10-04 17:56:20","","","","",""
"1143","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】VIP等级列表增加“单日提款次数上限”","<img src=““{13245.png}““ alt=““““ />
<img src=““{13246.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:02:20","","","","","","","","","","","","","","",""
"1144","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】邀请转盘出款审核页面增加订单号查询功能","<img src=““{13247.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:03:44","","","","","","","","","","","","","","",""
"1145","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】提现出款列表逻辑优化","<img src=““{13248.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:05:23","","","","","","","","","beck","2025-11-04 17:10:31","","","","",""
"1146","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】是否开启浏览器控制台调试开关","<img src=““{13584.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:06:54","","","","","","","","","beck","2025-10-17 19:57:52","","","","",""
"1147","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】渠道注册送彩金增加前端弹窗，用户手动领取","<img src=““{13250.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:07:43","","","","","","","","","","","","","","",""
"1148","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】奖金中心的图标增加配置图片","<img src=““{13582.png}““ alt=““““ />
<img src=““{13581.png}““ alt=““““ />

","","","3","","激活","研发完毕","功能","3","","","beck","2025-10-04 18:09:14","","","","","","","","","beck","2025-10-17 19:08:28","","","","",""
"1149","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】长龙图标/开关单独配置","<img src=““{13253.png}““ alt=““““ />
<img src=““{13254.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:10:16","","","","","","","","","","","","","","",""
"1150","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】充值通道增加VIP领取配置","<img src=““{13255.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:10:58","","","","","","","","","","","","","","",""
"1151","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】数据统计新增VIP通道活动统计","<img src=““{13256.png}““ alt=““““ />","","","3","","激活","研发中","功能","1","","","beck","2025-10-04 18:11:38","","","","","","","","","","","","","","",""
"1152","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】提现流程增加详细三方操作详情","<img src=““{13257.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:12:49","","","","","","","","","beck","2025-11-04 17:20:34","","","","",""
"1153","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】网站管理-消息模板-语言新增“阿拉伯语”","<img src=““{13258.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:13:40","","","","","","","","","","","","","","",""
"1154","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】会员管理-活动黑名单增加“VIP等级充值奖励”黑名单类型","<img src=““{13260.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-04 18:18:00","","","","","","","","","","","","","","",""
"1155","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】长龙各状态提示优化","<img src=““{13261.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","2","","","beck","2025-10-04 18:18:57","","","","","","","","","","","","","","",""
"1156","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】下载APP 充值领金活动增加充值金额/同设备/同IP领取上限配置","<img src=““{13454.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","2","","beck","2025-10-04 18:21:46","","","","","","","","","beck","2025-10-13 17:23:39","","","","",""
"1169","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】活动资讯详情在线客服，增加活动图片配置","<img src=““{13302.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-07 16:58:32","","","","","","","","","","","","","","",""
"1172","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】系统管理-接口配置访问权限放开","<img src=““{13333.png}““ alt=““““ />","","","3","","激活","未开始","功能","","","","beck","2025-10-09 12:19:22","","","","","","","","","beck","2025-10-10 19:38:32","","","","",""
"1175","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","产品经理","","后台优化调整","详细需求：  http://47.236.253.60/N50OMP?g=4


","","","3","","已关闭","已关闭","改进","","","","abang","2025-10-10 17:47:29","closed","2025-10-10 17:58:14","","","","abang","2025-10-10 17:58:14","willnotdo","abang","2025-10-10 17:58:14","","","","",""
"1184","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】老平台逻辑处理，后台厂商配置，前端注单展示","详细需求：  http://47.236.253.60/N50OMP?g=4","","","3","","激活","研发完毕","功能","2","4","30","abang","2025-10-10 18:59:33","","2025-10-10 19:02:07","","","","","","","abang","2025-10-10 19:02:07","","","","",""
"1187","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】数据报表合计字段文案优化","<img src=““{13392.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-11 16:57:09","","","","","","","","","","","","","","",""
"1189","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】优化一个IFSCcode对应多个银行的前端交互","<img src=““{13427.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-11 21:47:42","","","","","","","","","","","","","","",""
"1195","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】入款记录增加VIP等级筛选条件","<img src=““{13458.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-13 17:56:28","","","","","","","","","","","","","","",""
"1199","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】隐私APP下载增加开关配置","<img src=““{13475.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-14 14:35:34","","","","","","","","","","","","","","",""
"1202","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】邀请转盘次日留存率公式优化","<img src=““{13498.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-14 19:45:12","","","","","","","","","","","","","","",""
"1211","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】UPI类型提款风险提示弹窗","<img src=““{13539.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-15 20:48:25","","","","","","","","","beck","2025-10-16 13:53:42","","","","",""
"1228","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】每日每周任务的名称和描述多语言无延迟优化","当前每日每周任务的名称和描述的多语言和数据一样会有延迟
优化成多语言的翻译和数据切割开，当前用户的是什么语言直接对应的显示什么语言，不需要和数据的延迟一致","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-20 16:28:30","","","","","","","","","","","","","","",""
"1269","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】自动出款电子钱包优化（KBZ/WAVE）","若是用户使用KBZ自动出款，则自动出款匹配只匹配KBZ的电子钱包，WAVE的电子也只匹配WAVE的电子钱包，不会按照权重再随机分配","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-25 13:19:49","","","","","","","","","","","","","","",""
"1270","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】自动出款打码倍数支持小数位","自动出款打码倍数目前只支持整数位，需要放开支持输入小数点后两位


<img src=““{13872.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-10-25 13:23:52","","","","","","","","","","","","","","",""
"1293","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【紧急需求】会员列表增加备注查询条件/批量删除备注功能","<img src=““{14061.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-11-03 17:07:30","","","","","","","","","","","","","","",""
"1303","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】AR009-尼日利亚MTN前端增加下方脚本代码"," 

!function (w, d, t) {
 w.TiktokAnalyticsObject=t;var ttq=w[t]=w[t][];ttq.methods=[““page““,““track““,““identify““,““instances““,““debug““,““on““,““off““,““once““,““ready““,““alias““,““group““,““enableCookie““,““disableCookie““,““holdConsent““,““revokeConsent““,““grantConsent““],ttq.setAndDefer=function(t,e){t[e]=function(){t.push([e].concat(Array.prototype.slice.call(arguments,0)))}};for(var i=0;i","","","3","","激活","研发完毕","功能","1","","","beck","2025-11-06 18:45:32","","","","","","","","","","","","","","",""
"1317","老彩票迭代需求(#14)","","/彩票版本迭代/V3.02(#472)","","","","【老彩票后台】AR UPIPAY状态优化","AR UPIPAY：若是钱包那边因异常情况导致他们未生成订单，彩票这边发起的订单照常保留，不受他们订单的影响，我们这边订单能够正常查询到","","","3","","激活","研发完毕","功能","1","","","beck","2025-11-11 19:48:41","","","","","","","","","beck","2025-11-11 19:49:18","","","","",""
"1328","老彩票迭代需求(#14)","","","","产品经理","","三方游戏状态由游戏Saas端同步给平台处理维护和禁用","需求：
三方游戏状态由游戏Saas端同步给平台处理维护和禁用
文档链接：http://47.236.253.60/YTXWJA?g=4","","","3","","激活","未开始","功能","","","","abang","2025-11-17 18:44:34","abang","2025-11-19 19:28:12","","","","","","","Nick","2025-11-19 19:28:12","","","","",""
"1331","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】后台-新增快捷KYC UPI提现大类","1，配置管理 - 提现配置  增加FAST UPI大类
2，报表管理 - 数据统计 - 提现类型新增FAST UPI大类统计
3，会员管理 - 电子钱包查询，钱包名称筛选增加“FAST UPI”
4，配置管理 - 参数配置 - 绑定银行卡增加FAST UPI绑定数量


因现在UPI和Fast UPI是柔和在一起的，需要单独拆分出来
以前旧的UPI走旧的逻辑，新的Fast UPI走新的KYC的逻辑




<img src=““{14257.png}““ alt=““““ />
<img src=““{14259.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-11-19 14:35:14","","","","","","","","","beck","2025-11-19 17:33:13","","","","",""
"1332","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】前端-新增FAST UPI提现大类","新增FAST UPI的提现大类
目前UPI和FAST UPI的提现柔和在一起，需要拆分开重新独立一个大类
旧的UPI的逻辑不变动，新的UPI的走新的KYC的流程




<img src=““{14258.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-11-19 14:45:45","","","","","","","","","beck","2025-11-19 17:35:52","","","","",""
"1341","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】会员列表“首次登陆时间”优化","会员列表和会员详情里面的首次登录时间取的是会员注册后的首次登录的时间，且该时间是固定的，不会随着登录报表的时间推移并变更数据","","","3","","激活","已立项","功能","1","","","beck","2025-11-24 13:00:52","","","","","","","","","","","","","","",""
"1342","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】每日每周活动优化","图1是后台的配置相关功能
图2是前端展示相关内容




<img src=““{14432.png}““ alt=““““ />
<img src=““{14433.png}““ alt=““““ />","","","3","","激活","研发中","功能","1","3","56","beck","2025-11-24 13:02:54","","","","","","","","","","","","","","",""
"1343","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】后台自动打包功能","<img src=““{14434.png}““ alt=““““ />
<img src=““{14466.png}““ alt=““““ />","","","3","","激活","已立项","功能","1","","","beck","2025-11-24 13:07:09","","","","","","","","","beck","2025-11-24 19:30:53","","","","",""
"1344","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】会员活动黑名单优化","<img src=““{14436.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","2","25","beck","2025-11-24 13:07:56","","","","","","","","","","","","","","",""
"1345","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】同IP报表排序条件优化","<img src=““{14437.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","1","15","beck","2025-11-24 13:08:40","","","","","","","","","","","","","","",""
"1346","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】提现记录页面增加提现倍数查询","<img src=““{14438.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","3","4","beck","2025-11-24 13:09:56","","","","","","","","","","","","","","",""
"1347","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】添加锦标赛子游戏下拉框交互优化","<img src=““{14439.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","13","beck","2025-11-24 13:10:47","","","","","","","","","","","","","","",""
"1348","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】Easypaisa/Jazzcash绑定规则优化","<img src=““{14440.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-11-24 13:11:54","","","","","","","","","","","","","","",""
"1349","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【代理后台】红包派送增加接收范围优化","<img src=““{14441.png}““ alt=““““ />","","","3","","激活","研发中","功能","1","1","28","beck","2025-11-24 13:12:37","","","","","","","","","","","","","","",""
"1350","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】提现通道常用修改增加支持出款类型","<img src=““{14442.png}““ alt=““““ />","","","3","","激活","已立项","功能","1","","","beck","2025-11-24 13:13:54","","","","","","","","","","","","","","",""
"1351","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】原生包/套壳包支持firebase推送","当前firebase仅支持H5端的推送，现需要将该推送加入到原生包和套壳包中","","","3","","激活","研发完毕","功能","1","","10","beck","2025-11-24 13:15:28","","","","","","","","","","","","","","",""
"1352","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】出款详情增加自动出款类型的出款详情内容","<img src=““{14443.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","2","beck","2025-11-24 13:17:42","","","","","","","","","","","","","","",""
"1353","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】代付通道常用修改增加通道余额低于多少直接关闭该通道","<img src=““{14444.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","1","22","beck","2025-11-24 13:18:33","","","","","","","","","","","","","","",""
"1354","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】提现锁定总次数搜索条件优化","<img src=““{14446.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","1","8","beck","2025-11-24 13:19:28","","","","","","","","","","","","","","",""
"1355","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】自动出款配置增加币种限制/会员游戏非盈利状态自动出款","<img src=““{14697.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","","","beck","2025-11-24 13:20:15","","","","","","","","","beck","2025-12-03 18:44:00","","","","",""
"1356","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】单手机号绑定上限配置","<img src=““{14449.png}““ alt=““““ />","","","3","","激活","研发完毕","功能","1","2","11","beck","2025-11-24 13:21:08","","","","","","","","","","","","","","",""
"1357","老彩票迭代需求(#14)","","/彩票版本迭代/V3.03(#473)","","","","【老彩票后台】提现记录同步增加同代理出款笔数字段","<img src=““{14450.png}““ alt=““““ />
","
","","3","","激活","研发完毕","功能","1","1","9","beck","2025-11-24 16:33:18","","","","","","","","","","","","","","",""
